게임,문제,정답,제보자
올라올라(꼬로록),소득의 양극화 거론시 '소득분배의 불평등도'를 보여주는 수치는 무엇인가?,지니계수,
올라올라(꼬로록),소득의 원천이 잘못 연결된 것은?,지주-배당,
올라올라(꼬로록),소득이 많을수록 음식물비는 적어지고 문화비는 많아지며 피복비등은 일정하는 것은?,엥겔의 법칙,
올라올라(꼬로록),소득이 증가할수록 가계비 지출 중 주거비에 대한 상대적 지출액은 감소한다는 법칙은?,슈바베의 법칙,
올라올라(꼬로록),소련 15개 공화국 내에서 두번째로 주권선언을 한 공화국은?,라트비아공화국,
올라올라(꼬로록),소련 러시아공화국 대통령선거에서 옐친 대통령과 함께 부통령이 된 사람은?,루츠코이,
올라올라(꼬로록),소련 출신의 유명한 첼리스트로 독주와 지휘 분야에서도 눈부신 활약을 떨치고 있는 사람은?,로스트로포비치,
올라올라(꼬로록),소련을 중심으로 한 동유럽공산권의 경제협력기구를 무엇이라 하는가?,COMECON,
올라올라(꼬로록),소련이 붕괴된 후 세계는 탈냉전의 시대를 맞이하고 있다. 탈냉저시대의 특징이 아닌 것은?,냉전의 종식은 한반도에서 긴장을 완화시켯다.,
올라올라(꼬로록),소리의 크기는 무엇에 의해 결정될까요?,진폭,
올라올라(꼬로록),소림사 무술의 기원으로 알려져 있는 나라는 다음 중 어느 곳일까요?,인도,
올라올라(꼬로록),소마는 인도의 신중 하나이다. 술을 관장하는 이 신은 로마 신화의 어떤 신과 같나?,바커스,
올라올라(꼬로록),소매가 암홀에 부착되어져서 자연히 어깨가 확장되어 보이는 소매는?,드롭숄더,
올라올라(꼬로록),소매가 없고 짧은 셔츠 형의 살을 가릴 용도로 만들어진 비키니(탱크탑과 비키니의 합성어)는 무엇인가?,Tankini,
올라올라(꼬로록),소매길이가 팔꿈치와 겨드랑이 사이인 소매는?,쇼트,
올라올라(꼬로록),소매상과 도매상을 구분하는데 기준이 되는 것은?,판매 대상이나 판매목적,
올라올라(꼬로록),소매에 꿰매어진 천 밴드로 1~2개의 단추로 채우는 커프스는?,배럴,
올라올라(꼬로록),소매의 덧단(단자쿠)을 말하는 일번어 패션 용어는?,겐보로,
올라올라(꼬로록),소묘를 할때 가장 기초가 되는것은?,기본형태의 파악,
올라올라(꼬로록),소묘에 대한 설명으로 옳지 않는 것은?,모든 채색화의 밑그림으로만 쓰인다.,
올라올라(꼬로록),소묘을 할때 가장 기초가 되는것은?,기본형태의 파악,
올라올라(꼬로록),소묘의 역할이 아닌것은?,"대상의 형태나 명암, 양감,질감 등을 여러가지 색으로",
올라올라(꼬로록),소묘의 재료 중 부드럽고 진하며 명암을 나타내기에 좋지만 지우개를 사용할 수 없는 것은?,콩테,
올라올라(꼬로록),"소묘의 중요한 요소로, 물체의 겉표면에서 느껴지는 거칠고,매끄럽고,부드럽다는 등의 느낌은 무엇인가?",질감,
올라올라(꼬로록),"소묘의 중요한 요소로, 실물과 같은 실재감을 느낄 수 있게하고, 물체의 크기, 부피, 무게 등에서 느껴지게 하는 요소는?",양감,
올라올라(꼬로록),"소묘의 표현 재료에 관한 문제이다. 벚나무와 버드나무의 가지를 일정한 크기로 잘라 불에 구워 만든 숯이다. 손이나 식빵, 헝겊 등으로 지우거나 문지르고 데생에 많이 사용되는 것은?",목탄,
올라올라(꼬로록),소묘의 표현방법이 아닌것은?,대충 형태만 알아볼수 있도록 선으로만 재빨리 그린다,
올라올라(꼬로록),소방직 공무원에 대한 설명으로 틀린 것은?,응시 자격에 신장 등 신체조건은 전혀 없다,
올라올라(꼬로록),소백산맥 국립공원 제1호인 산은?,지리산,
올라올라(꼬로록),소백산에 부석사를 세운 스님은?,의상,
올라올라(꼬로록),소비가 소비자의 합리적 판단에 의존하기 보다는 생산자의 마케팅이나 광고에 의존하는 현상을 무엇이라 하는가?,의존효과,
올라올라(꼬로록),소비자 동기 조사의 결과에 해당하지 않는 것은?,제품을 외상 매출할 수 있는지 여부를 확인한다.,
올라올라(꼬로록),소비자 문제 해결 요즘은 여러가지 소비자 문제가 발생한다. 다음 중 소비자 문제가 아닌 것은?,신발을 구겨신어 신발이 망가졌다.,
올라올라(꼬로록),소비자의 7대권리의 포함되지 않는 것은?,포기할 권리,
올라올라(꼬로록),소비자의 욕구를 확인하고 적당한 제품을 개발하여 적극적인 광고전략 등에 의해 소비자가 스스로 자사제품을 구매하도록 하는 마케팅전략은?,풀전략,
올라올라(꼬로록),소비지출에서 주거비가 차지하는 비율을 무엇이라 하는가?,슈바베지수,
올라올라(꼬로록),소선거구란?,한 선거구에서 한 사람의 의원을 뽑는 선거구,
올라올라(꼬로록),소선거구제의 단점은?,지방명사에게 유리하다,
올라올라(꼬로록),소설 '데미안'의 화자이자 주인공인 사람은?,싱클레어,
올라올라(꼬로록),소설 '아큐정전'의 저자는?,루쉰,
올라올라(꼬로록),소설 '어린왕자'에 나오는 거대한 코끼리를 잡아먹은 뱀의 이름은?,보아구렁이,
올라올라(꼬로록),소설 '임꺽정'의 작가이기도 한 이사람은 누구인가?,홍명희,
올라올라(꼬로록),소설 `운수 좋은 날`에서 병걸린 아내가 먹고 싶어 했던 음식은?,설렁탕,
올라올라(꼬로록),소설 <로미오와 줄리엣>에서 먼저 죽은 사람은?,로미오,
올라올라(꼬로록),소설 <목로주점>의 작가는 누구인가?,졸라,
올라올라(꼬로록),"소설 <이방인>,<페스트> 등의 저서를 남긴 사람은?",까뮈,
올라올라(꼬로록),소설 구성의 3요소는?,"인물, 사건, 배경",
올라올라(꼬로록),소설 목걸이의 저자는?,기 드 모파상,
올라올라(꼬로록),소설 문학의 특징과 거리가 먼 것은?,역사 소설은 역사적 사실의 기록이다,
올라올라(꼬로록),소설 상록수를 지은 사람으로 옳은 것은?,심훈,
올라올라(꼬로록),소설 천 개의 파랑에서 콜리가 보는 세상의 색은 왜 천 가지 파란색인가?,메모리 칩의 오류로 파란색만 인식하기 때문에,
올라올라(꼬로록),소설'셜록홈즈'에 나오는 셜록홈즈의 조수 왓슨의 직업은?,의사,
올라올라(꼬로록),소설'아버지'에서 주인공 한정수의 병명은?,췌장암,
올라올라(꼬로록),소설가 박상영 작가의 데뷔작으로 알려진 단편은 무엇인가?,패리스 힐틴을 찾습니다,
올라올라(꼬로록),소설에 대한 설명으로 잘못된 것은?,"소설의 시점에는 1인칭,2인칭,3인칭 시점이 있다.",
올라올라(꼬로록),"소설에서 돈키호테가 거인으로 착각하고 싸우는 것으로, 튜울립과 함께 네덜란드의 상징인 이것은?",풍차,
올라올라(꼬로록),소설에서 인물의 성격을 대화나 행동을 통하여 암시하는 방법은?,극적 방법,
올라올라(꼬로록),소설을 원작으로 한 영화가 아닌 것은?,식객,
올라올라(꼬로록),소설의 갈등의 구실이 아닌 것은?,주제를 암시함,
올라올라(꼬로록),"소설의 구성에 있어서 사건의 암시, 등장인물의 소개, 배경 등을 나타내는 단계는?",발단,
올라올라(꼬로록),소설의 내용을 우리나라 고유의 창법에 따라 노래와 말로 풀어가는 것을 무엇이라고 할까요?,판소리,
올라올라(꼬로록),소설의 지적 요소에 들지 않는 것은?,환상,
올라올라(꼬로록),소설의 특징으로 알맞지 않은 것은?,논리성,
올라올라(꼬로록),소설의 특징은?,가공의 세계,
올라올라(꼬로록),소설이 아닌 실화를 바탕으로 만든 영화는 무엇인가?,실미도,
올라올라(꼬로록),소셜덤핑(Social Dumping)을 하는 경우 가장 타격이 큰사람은?,노동자,
올라올라(꼬로록),"소수란, 약수가 1과 자기 자신 뿐인 자연수이다. 다음 중 소수가 아닌 수는?",511,
올라올라(꼬로록),소수의 백인이 다수의 흑인을 차별하는 것을 무엇이라고 할까요?,아파르트헤이트,
올라올라(꼬로록),소수주주권에 해당하지 않는 것은?,신주발행유지 청구권,
올라올라(꼬로록),소승 불교에 대한 설명으로 옳지 못한 것은?,중생 구제를 중시하였다,
올라올라(꼬로록),소승불교가 전파된 왕조는?,쿠샨,
올라올라(꼬로록),"소식(蘇軾)의 전적벽부(前赤壁賻)에 나오는 말로, 사람의 몸에 날개가 돋치어 신선이 되어 하늘로 올라간다는 성어는?",우화등선(羽化登仙),
올라올라(꼬로록),소아비만이 성인비만으로 발전하는 이유는 무엇인가?,지방세포의 수자체가 증가한다.,
올라올라(꼬로록),소우주로서 개개인은 이성을 가졌다는 점에서 절대적 존재이자 평등한 존재이다.'라고 보는 인간관은?,합리주의적 인간관,
올라올라(꼬로록),"소원, 혹은 욕망을 나타내는 라틴어로서 라틴어로써 프로이트를 시작으로 정신분석학자들에 의해 사용되었으며 정신생활에 함유된 에너지를 일컫는 말은?",리비도,
올라올라(꼬로록),소유와 경영의 분리가 이루어진 직접적 원인은?,기업의 대규모화,
올라올라(꼬로록),소음의 강도 단위는?,db,
올라올라(꼬로록),소의 새끼를 우리는 송아지라고 부르죠. 닭의 새끼는 병아리라고 합니다.그렇다면 꿩의 새끼는 뭐라��� 할까요?,꺼병이,
올라올라(꼬로록),소의 평균 수명은?,20-25년,
올라올라(꼬로록),소장의 길이는 약 몇 ml인가?,7,
올라올라(꼬로록),소조로 작품을 제작할 때 운동감이 결정된 때는?,뼈대를 만들때,
올라올라(꼬로록),소주는 어떤 술을 증류한 것인가?,청주,
올라올라(꼬로록),소주주 주권에 해당하지 않는것은?,신주 발행유지 청구권,
올라올라(꼬로록),소지섭 주연의 2004년 방영된 드라마로 2025년 지구오락실이라는 예능으로 인해 역주행중인 드라마 이름은?,미안하다 사랑한다,
올라올라(꼬로록),소지섭이 출연했던 커피광고에 나왔던 요한슈트라우스2세의 왈츠곡은?,아름다고 푸른 도나우,
올라올라(꼬로록),소크라테스가 무지를 자각하게 하는 방법으로 제시한 것은?,대화법,
올라올라(꼬로록),"소포클레스, 에우리피데스와 더불어 고대 3대 비극작가로 알려지는 아이스킬로스의 작품이 아닌 것은?",오이디푸스왕,
올라올라(꼬로록),소프트론(Soft Loan)의 설명에 맞지 않는 것은?,상환기간이나 이자면에서 유리한 차관,
올라올라(꼬로록),소프트볼은 언제 우리나라에 들어왔나?,광복 후,
올라올라(꼬로록),소프트웨어 개발중 완성품으로 정식 판매되기 바로 전단계 버전을 무어라 하나?,베타 버전,
올라올라(꼬로록),소프트웨어란?,컴퓨터시스템 작동 수법 및 응용기술의 총칭,
올라올라(꼬로록),소프트웨어의 가격을 지불하기 전에 사용자들이 일정기간 무료로 사용할수 있게 만들어 놓은 소프트웨어는?,쉐어웨어,
올라올라(꼬로록),소피스트에 속하지 않는 사람은?,소피스트,
올라올라(꼬로록),소피스트의 대표는?,프로타고라스,
올라올라(꼬로록),소행성이 무수히 많은 지대는?,화성-목성사이,
올라올라(꼬로록),"소화 효소의 주성분이며, 뷰렛 반응에 의해 보라색을 나타내는 영양소는?",단백질,
올라올라(꼬로록),소화가 안될 때 갈아마시면 좋은 것은?,무,
올라올라(꼬로록),소화기를 설치해야 하는 장소로 옳지 않은 것은 어디일까요?,바닷속,
올라올라(꼬로록),소화기를 설치해야하는 장소로 옳지 않은 것은?,바닷속,
올라올라(꼬로록),소화기를 종류로 옳지 않은 것은?,발생용 소화기,
올라올라(꼬로록),소화기의 구성요소로서 옳지 않은 것은?,소화기 지지대,
올라올라(꼬로록),소화기의 종류로 옳지 않은 것은?,발생용 소화기,
올라올라(꼬로록),"소화촉진, 갈증해소, 가슴이 답답한 증상 해소에 효과적인 '차'는 무엇인가?",보리차,
올라올라(꼬로록),속눈썹의 뿌리 부위에 세균이 감염되어 염증을 일으키는 질병으로 일명 다래끼로 알려진 질병은?,맥립종,
올라올라(꼬로록),속눈썹이 짧은 사람에게 유용한 속눈썹 고데기를 고르는 방법으로 잘못된 것은?,비싸고 예쁜 제품을 선택해야 한다.,
올라올라(꼬로록),속눈썹이 하는 일?,눈꺼풀을 닫아 눈 보호,
올라올라(꼬로록),속담 '○이(가)○을(를) 번다.' 에서 ○에 들어갈 말은?,돈,
올라올라(꼬로록),속담 '나 부를 노래를 ○○○에서 부른다.'에서 빈 칸에 들어갈 말은?,사돈집,
올라올라(꼬로록),속담 '백짓장도 맞들면 낫다'와 같은 뜻의 한자성어는?,고장난명(孤掌難鳴),
올라올라(꼬로록),속담 '식은 ㅇ 먹기' 에서 ㅇ 에 들어갈 말은 무엇인가?,죽,
올라올라(꼬로록),속담 `수박 겉 핥기`의 뜻과 같은 한자성어는 무엇인가?,주마간산(走馬看山),
올라올라(꼬로록),속담 A rolling stone gathers no moss와 일맥상통하는 사자성어는?,유수불부,
올라올라(꼬로록),속담 Even Homer sometimes nods와 일맥상통하는 사자성어는?,천려일실,
올라올라(꼬로록),속담으로는 제 논에 물대기 와 같은 말로 자기에게 이로울 대로만 함을 이르는 성어?,아전인수,
올라올라(꼬로록),속도가 느리고 진동방향이 진행방향과 수직인 지진파 의 종류는 무엇인가?,S파,
올라올라(꼬로록),속에 물건을 넣어 두면 새끼를 쳐서 끝없이 물건이 생겨 나온다는 그릇의 이름은?,화수분,
올라올라(꼬로록),속으로 슬프면서 겉으로는 아니한 체한다는 성어는?,애이불비,
올라올라(꼬로록),"속이 비어 있는, 있고, 나이테가 없는 대나무의 나이는 무엇으로 측정할까?",마디,
올라올라(꼬로록),속임수를 가장 제일 잘 쓰는 사람이 잘 팔아먹는 땅은?,얼렁뚱땅,
올라올라(꼬로록),"손, 발 등의 마디관절에서 '뚜둑'소리가 나는 이유는 무엇 때문인가?",연골,
올라올라(꼬로록),손가락을 꺾을때 뚜두둑 소리가 나는 것은 무엇때문인가?,활액이 터져서,
올라올라(꼬로록),"손과 발을 사용하여 자신을 호신하는 운동으로 1988년 서울 올림픽 때 시범 종목으로 선보였고, 2000년 시드니 올림픽 때 정식 종목으로 채택된 스포츠는?",태권도,
올라올라(꼬로록),손과 발이 불어버리는 원리는?,삼투압,
올라올라(꼬로록),"손기정 선수가, 베를린 마라톤에서 우승했을 때, 우승상품인 이것을 빠트리고 갔으며, 일본이 소지하고 있다가, 다시 돌려주고 국보가 된 이 물건은 무엇일까요?",그리스 청동 투구,
올라올라(꼬로록),손기정선수가 마라톤에서 우승한 대회 이름은?,베를린올림픽,
올라올라(꼬로록),손님에게 차를 대접하는 것을 무엇이라 하나?,공다법,
올라올라(꼬로록),손님이 깎아 달라는 대로 다 깎아 주는 사람은?,이발사,
올라올라(꼬로록),손문의 삼민주의가 아닌 것은?,민본주의,
올라올라(꼬로록),손문의 삼민주의가 아닌 것은?,민주주의,
올라올라(꼬로록),손문이 제창한 민주주의의 이론이 아닌 것은?,민본주의,
올라올라(꼬로록),손실규모가 크고 발생빈도가 작은 것 -,위험전가,
올라올라(꼬로록),손실의 빈도와 규모에 따른 개인위험관리방법의 적절한 선택은?,손실규모가 크고 발생빈도가 작은것 - 위험전가,
올라올라(꼬로록),손에 대한 관용어인것은?,손이 맵다,
올라올라(꼬로록),"손예진, 권상우의 드라마 데뷔작으로 중화요리집 '효동각'이 등장하는 이 드라마의 이름은 무엇일까요?",맛있는 청혼,
올라올라(꼬로록),손을 꼭 잡고 자는 해양 동물은?,해달,
올라올라(꼬로록),손의 소독에 사용될 수 있는 살균제는?,역성비누 수용액,
올라올라(꼬로록),"손이 도리어 주인이 된다는 뜻으로, 주객전도와 같은 뜻의 성어는?",객반위주(客反爲主),
올라올라(꼬로록),손톱 네일아트를 하기 전 기초 과정에서 제거해야 하는 '손톱의 굳은살'이라 하는것은?,큐티클,
올라올라(꼬로록),손톱 중에서 가장 빨리 자라는 손톱은?,중지,
올라올라(꼬로록),"손톱,발톱에 아트를 그려 넣는 네일아트에서 인조손톱이 처음 등장한 년도는 언제일까요?",1935년,
올라올라(꼬로록),"손톱,발톱을 깨끗이 정리하고 모양이나 그림을 그려넣어 예술적인 감각을 표현하는 사람을 무엇이라고 할까?",네일아티스트,
올라올라(꼬로록),손톱은 어떤 조직인가?,케라틴조직,
올라올라(꼬로록),손톱의 모양을 다듬거나 면을 부드럽게 만들 때 사용 하는 이 도구의 명칭은 무엇인가?,에머리보드,
올라올라(꼬로록),손톱이나 네일 팁의 거친 부분을 매끄럽게 마무리할 때 사용되는 도구인 이것의 명칭은 무엇인가?,샌딩버퍼,
올라올라(꼬로록),손해보험에 대한 설명으로 맞는 것은?,보험사고 발생에 비례하여 보상,
올라올라(꼬로록),손흥민 선수가 토트넘 홋스퍼FC에서 이적한 팀의 이름은?,로스앤젤레스 FC (LA FC),
올라올라(꼬로록),손흥민 선수가 토트넘 훗스퍼FC에서 이적한 팀의 이름은?,로스앤젤레스 FC (LA FC),
올라올라(꼬로록),솔로몬의 아버지는 누구일까요?,다윗,
올라올라(꼬로록),솔방울 같은 사과'라는 뜻을 가진 이 열매의 이름은?,파인애플,
올라올라(꼬로록),솜옷이 없었던 당시 우리나라에 중국으로부터 목화씨를 들여온 문익점은 목화씨를 어디에 숨겼는가?,붓통,
올라올라(꼬로록),송강 정철의 대표적인 가사이기도 한 이 작품은?,사미인곡,
올라올라(꼬로록),송강 정철의 작품이 아닌 것은?,영남가,
올라올라(꼬로록),송곳처럼 뾰족하다는 의미를 가진 하이힐의 명칭은?,스틸레토,
올라올라(꼬로록),송아지가 태어나자마자 걸을 수 있는 이유는?,뼈와 근육이 발달되어서,
올라올라(꼬로록),송의 왕안석이 왕인석이 실업자의 구제를 목적으로 실시한 신법은?,모역법,
올라올라(꼬로록),송충이가 ( )을 먹어야지.,솔잎,
올라올라(꼬로록),"송혜교, 정지훈' 주연의 드라마로 맞는 것은?",풀하우스,
올라올라(꼬로록),송혜교가 출연한 드라마가 아닌 것은?,장미빛인생,
올라올라(꼬로록),"쇄국정책을 펼쳤으며, 경복궁을 재건한 이 사람은 누구인가요?",흥선 대원군,
올라올라(꼬로록),"쇄기 라는 뜻이며, 허리선이 헴라인으로 내려갈수록 점점 좁아지는 형인 이것은?",웨지,
올라올라(꼬로록),"쇠, 소금, 동고, 쟁이라고 불리는 것으로, 상쇠가 치는 악기는?",꽹과리,
올라올라(꼬로록),쇠고기 등심을 얇게 저며 잔칼집을 넣고 양념에 재웠따가 석쇠에 굽는 음식으로 옛날 궁중 수라상에 오렸던 음식은?,너비아니,
올라올라(꼬로록),쇼비니즘(Choauvinism)이란 무엇인가?,"자국의 이익만을 주장하는 극단의 국가주의 즉, 국수",
올라올라(꼬로록),쇼비니즘이란 무엇인가?,어느 외국과도 항구적인 동맹을 체결하지 않는다는 뜻,
올라올라(꼬로록),쇼생크탈출의 주인공은 어떻게 감옥에서 탈출하였나?,숟가락으로 벽을파서,
올라올라(꼬로록),쇼크 록(Shock Rock)이라고도 불리며 시각적인 요소를 중시하며 헤비메탈 헤비메틀 공연과 공포영화를 접목한 듯한 충격적인 라이브 무대가 특징인 메탈은?,씨어트리컬 메탈(Theatrical Metal),
올라올라(꼬로록),쇼크가 일어났을 때 가장 중요시 해야 될 사항은?,혈액 순환,
올라올라(꼬로록),쇼팽 소나타 2번은 총 몇악장 구성인가?,4,
올라올라(꼬로록),쇼팽이 발전시킨 서정적 피아노 소품 양식은?,녹턴,
올라올라(꼬로록),"수 많은 사회적 지위와 사회적 역할, 사회적 관계의 체계를 사회전체적 입장에서 파악한 개념은?",사회구조,
올라올라(꼬로록),수경재배에 사용되는 배양액을 무엇이라 하나?,크놉액,
올라올라(꼬로록),수고했다의 사투리는?,욕봤다,
올라올라(꼬로록),수권자본제도란?,미발행 주식제도,
올라올라(꼬로록),수나 힘보다 능력과 기술이 우선하는 경제체제는?,신자본주의,
올라올라(꼬로록),"수난2대','야호','달섬이야기' 등의 작가는?",하근찬,
올라올라(꼬로록),수능전날 선물로 안주는것은?,초밥,
올라올라(꼬로록),"수도에는 5부, 지방에는 5방제의 방령을 두어 달솔이 행정과 함께 치안을 담당하게 한 나라는?",백제,
올라올라(꼬로록),수두의 증상으로 틀린것은?,설사,
올라올라(꼬로록),수두증(hydrocephalus)의 조기발견을 위해 도움이 되는 증상은?,머리둘레 증가,
올라올라(꼬로록),수량의 계산단위 중 바른 것은?,용적-cubic feet,
올라올라(꼬로록),"수량조건에서 `adout 1,000tons`이 의미하는것은?","900~1,100ton",
올라올라(꼬로록),"수려한 용모와, 우수에 가득찬 용모로 영웅본색 등에 출연하여 인기를 얻었으며, 2003년 한 호텔에서 투신자살한 홍콩배우는?",장국영,
올라올라(꼬로록),"수렴성이 많은 화장수로 스킨, 로션 다음 순서로 사용하는 기초화장품은?",아스트리젠트,
올라올라(꼬로록),"수리하다' , '수선하다' , '치료하다' 에 공통으로 대신하여 쓸 수 있는 말은?",고치다,
올라올라(꼬로록),수릿날은 어느 날의 별칭인가?,5월 단오,
올라올라(꼬로록),"수막의 최내층인 연막에 급성염증의 증세를 일으키는 질환으로 세균성, 바이러스성 두 가지의 원인이 있다. 이 질환은 무엇일까?",수막염,
올라올라(꼬로록),수면부족이 더 살이 찌는 이유는 무엇인가?,칼로리 섭취가 줄어도 에너지 섭취량이 에너지 소비량,
올라올라(꼬로록),"수목농업, 혹은 지중해식 농업에서 주로 재배하는 품목이 아닌 것은?",사과,
올라올라(꼬로록),"수묵화(水墨畵) 기법의 하나로, 물기가 거의 없는 붓에 먹을 조금만 묻혀 사용하는 법은?",갈필,
올라올라(꼬로록),수묵화의 특징을 설명한 것으로 바르지 못한 것은?,먹과 채색의 조화의 아름다움...,
올라올라(꼬로록),수박 한 통의 칼로리는?,800~900kcal,
올라올라(꼬로록),"수분,노폐물,지방으로 구성된 물질이 신체의 특정한 부위에 뭉쳐 있는 상태'를 이르는 말은?",셀룰라이트,
올라올라(꼬로록),수분'을 뜻하는 불어로 보습 제품명에 주로 쓰이는 이 단어는?,Hydra,
올라올라(꼬로록),"수분공급, 진정, 항균 등 효과를 주거나 치료하는 등의 기능이 있는 성분은?",유효 성분,
올라올라(꼬로록),수사 정보 기관에서 어떤 사람을 감시하기 위해 전화 등으로 전달되는 내요을 몰래 듣거나 보는 일을 가리키는 말은?,감청,
올라올라(꼬로록),수사 종결 후 검찰에 사건을 송치할 때 송치서류에 첨부하지 않아도 되는 것은?,발생통계원표,
올라올라(꼬로록),수산 자원 보호의 방안으로 옳지 못한 것은?,어업용 시설 설치,
올라올라(꼬로록),수삼을 쪄서 말린 것으로 고혈압 동맥경화의 예방과 피부를 보호해주는 이것은 무엇일까요?,홍삼,
올라올라(꼬로록),수상 레포츠/레저가 아닌 것은?,스케이트 보드,
올라올라(꼬로록),수상스키를 북한말로 표현한 것으로 맞는 것은?,물스키,
올라올라(꼬로록),수상종목 <수구>의 이해 다음 중 <수구>의 경기규칙으로 바르지 않은 것은?,공은 양손 모두 사용하여 다루어도 된다.,
올라올라(꼬로록),수소폭탄의 원리는?,핵융합,
올라올라(꼬로록),수송비의 비중이 큰 공업으로 알맞은 것은?,교통 지향 공업,
올라올라(꼬로록),수수께끼()거꾸로자라나는 것은?,고드름,
올라올라(꼬로록),수수께끼()검은소가 흰밭을 지나가는것은?,가위,
올라올라(꼬로록),수수께끼()기등넷에 주추돌이 여덟인것은?,소의굽,
올라올라(꼬로록),수수께끼()길면길수록 더운짧아지는 것은?,낮과 밤,
올라올라(꼬로록),수수께끼()길에우물을 파면서 가는것은?,지팡이,
올라올라(꼬로록),수수께끼()끓여도 끊어지지를 않는것은?,물,
올라올라(꼬로록),수수께끼()눈물을 흘리며고개를 숙이는것은?,수도꼭지,
올라올라(꼬로록),수수께끼)검은색도 검고붉은 색도검게 보이는것은?,그림자,
올라올라(꼬로록),수수하고 엷게 화장을 함. 또는 그 화장. 이라는 뜻을 가진 단어는?,담장,
올라올라(꼬로록),수시로 입출력이 가능한 기억 소자는?,RAM,
올라올라(꼬로록),수신기능 없이 여신 업무만을 취급하는 금융 기관이 아닌 곳은?,새마을금고,
올라올라(꼬로록),수양대군(세조)의 부하 중에서 학문과 술수에 능숙했던 '칠삭둥이' 라는 별명을 가진 사람은?,한명회,
올라올라(꼬로록),수에즈운하를 건설했다가 영국의보호령이 된나라는?,이집트,
올라올라(꼬로록),수영복에 대한문제다. 끈을 고정시키는 유형의 수영복을 입으면 걸릴수 있는 디스크는?,목 디스크,
올라올라(꼬로록),수영에서 네 가지 영법 중 첫 번째로 배우기 쉬운 것은 무엇일까요?,자유형,
올라올라(꼬로록),수영연맹이 인정하지 않는 미인정 수영방법은 무엇인가?,횡영,
올라올라(꼬로록),수영의 종목 올림픽 정식 수영 종목이 아닌것은?,크롤,
올라올라(꼬로록),"수영장에 갔을 때, 머리카락이 젖지 않는 사람은?",대머리,
올라올라(꼬로록),"수요의 가격 탄력성이 1보다 큰 재화의 가격을 올렸을 때, 기업의 총판매수입은?",증가한다,
올라올라(꼬로록),수요의 가격탄력성이 1보다 작을 때 가격이 오르면 소비자의 총지출액은?,증가한다.,
올라올라(꼬로록),수은에 의한 식중독 증상으로 맞는 것은?,언어장애,
올라올라(꼬로록),수익비용대응의 관점에서 이론적으로 가장 적절한 재고자산의 평가방법은?,후입선출법,
올라올라(꼬로록),수익적 지출을 자본적 지출로 처리하였다면 어떤 결과로 되는가?,자산이 과대계상된다.,
올라올라(꼬로록),수입 추천 또는 확인이 필요한 경우는?,수입 제한 승인 품목,
올라올라(꼬로록),수입상의 거래은행이 발행하는 것으로 발행 은행이 수입대금의 지급을 보증하는 문서는?,신용장,
올라올라(꼬로록),수입신고를 할 때 필요없는 서류는?,화물인도 지시서,
올라올라(꼬로록),수입액과 수출액의 차익을 얻기 위한 무역은?,중계무역,
올라올라(꼬로록),수입업자가 수입대금 결제와 관련하여 해외로부터 금융을 받아 쓰는 것은?,무역신용,
올라올라(꼬로록),수입이 국민경제에 미치는 효과가 아닌 것은?,국제수지개선,
올라올라(꼬로록),수입이 국민경제에 미치는 효과가 아닌 것은?,국제수지개선은 해당되지 않는다.,
올라올라(꼬로록),수입통제정책이 아닌 것은?,Social Dumping,
올라올라(꼬로록),수자원 오염제한구역을 가리키는 용어는?,블루벨트,
올라올라(꼬로록),수정된 난자가 자궁에 착상할 때 생기는 현상은?,착상혈,
올라올라(꼬로록),수정자본주의란?,빈부의 차이를 줄이는 경제,
올라올라(꼬로록),수족구병의 증상은 무엇인가?,입 안의 수포,
올라올라(꼬로록),수중 생물만 있었던 시대는?,선캄브리아대,
올라올라(꼬로록),수중생물들을 기르고 돌보며 관리하는 직업은?,아쿠아리스트,
올라올라(꼬로록),수질 오염에 대한 대책으로 적당하지 않은 것은?,CFC(염화플루오르화탄소)의 사용 금지,
올라올라(꼬로록),수질오염 측정시 사용되는 BOD란?,생화학적 산소 요구량,
올라올라(꼬로록),수질오염의 정도를 조사하는 방법이 아닌 것은?,스모그,
올라올라(꼬로록),수질오염의 척도로 이용되지 않는 것은?,dB,
올라올라(꼬로록),수집가가 감식 수장(數裝)한 것을 나타내기 위하여 서화에 찍는 도장을 무엇이라 하나?,감식인,
올라올라(꼬로록),수채화를 그릴때 직접광 상태에서 물체상의 가장 밝은 반사 지점을 무엇이라고 하는가?,하이라이트,
올라올라(꼬로록),"수채화를 그릴때 테이블 표면에서 튀어 신선한 사과에 가 닿는 빛 같은,다른 광원으로부터 나와서 물체로 반영되는 색을 무엇이라고 하는가?",반사광,
올라올라(꼬로록),수채화에서 국부 색채가 직접광으로부터 숨겨진 부분을 무엇이라고 하는가?,그늘색조,
올라올라(꼬로록),수채화에서 밋밋한 빛의 조건에서 튀어 나오듯이 보이는 물건의 실질적인 색상을 무엇이라고 하는가?,국부색,
올라올라(꼬로록),"수출업자가 환어음과 선화증권, 보험증권 등의 선적서류를 첨부하여 수입업자에게 제시하여 대금을 받는 방식은?",화환 결제방식,
올라올라(꼬로록),수출업자에게 가장 유리한 가격 조건은?,Loco,
올라올라(꼬로록),수출이 국민경제에 미치는 효과가 아닌 것은?,소비증대,
올라올라(꼬로록),수출입 링크제란?,특정한 상품을 수출했을 때에만 수입을 허가하는 제도,
